,index,year,s&p_eps,s&p_closing_prices,real_gdp,average_10y_yield_%,average_annual_inflation
122,122,1979.0,50.01,101.660004,6827700.288187708,9.43,11.3
123,123,1979.0,50.01,102.269997,6827700.288187708,9.43,11.3
124,124,1979.0,50.01,102.800003,6827700.288187708,9.43,11.3
125,125,1979.0,50.01,102.910004,6827700.288187708,9.43,11.3
126,126,1979.0,50.01,101.989998,6827700.288187708,9.43,11.3
127,127,1979.0,50.01,102.089996,6827700.288187708,9.43,11.3
128,128,1979.0,50.01,102.43,6827700.288187708,9.43,11.3
129,129,1979.0,50.01,103.620003,6827700.288187708,9.43,11.3
130,130,1979.0,50.01,104.470001,6827700.288187708,9.43,11.3
131,131,1979.0,50.01,104.199997,6827700.288187708,9.43,11.3
132,132,1979.0,50.01,103.639999,6827700.288187708,9.43,11.3
133,133,1979.0,50.01,102.690002,6827700.288187708,9.43,11.3
134,134,1979.0,50.01,102.32,6827700.288187708,9.43,11.3
135,135,1979.0,50.01,102.739998,6827700.288187708,9.43,11.3
136,136,1979.0,50.01,101.83000200000001,6827700.288187708,9.43,11.3
137,137,1979.0,50.01,101.690002,6827700.288187708,9.43,11.3
138,138,1979.0,50.01,101.610001,6827700.288187708,9.43,11.3
139,139,1979.0,50.01,101.82,6827700.288187708,9.43,11.3
140,140,1979.0,50.01,101.589996,6827700.288187708,9.43,11.3
141,141,1979.0,50.01,101.970001,6827700.288187708,9.43,11.3
142,142,1979.0,50.01,103.08000200000001,6827700.288187708,9.43,11.3
143,143,1979.0,50.01,103.099998,6827700.288187708,9.43,11.3
144,144,1979.0,50.01,103.099998,6827700.288187708,9.43,11.3
145,145,1979.0,50.01,103.150002,6827700.288187708,9.43,11.3
146,146,1979.0,50.01,103.809998,6827700.288187708,9.43,11.3
147,147,1979.0,50.01,104.16999799999999,6827700.288187708,9.43,11.3
148,148,1979.0,50.01,104.099998,6827700.288187708,9.43,11.3
149,149,1979.0,50.01,104.040001,6827700.288187708,9.43,11.3
150,150,1979.0,50.01,104.300003,6827700.288187708,9.43,11.3
151,151,1979.0,50.01,105.650002,6827700.288187708,9.43,11.3
152,152,1979.0,50.01,105.980003,6827700.288187708,9.43,11.3
153,153,1979.0,50.01,105.489998,6827700.288187708,9.43,11.3
154,154,1979.0,50.01,106.400002,6827700.288187708,9.43,11.3
155,155,1979.0,50.01,107.41999799999999,6827700.288187708,9.43,11.3
156,156,1979.0,50.01,107.519997,6827700.288187708,9.43,11.3
157,157,1979.0,50.01,108.25,6827700.288187708,9.43,11.3
158,158,1979.0,50.01,108.089996,6827700.288187708,9.43,11.3
159,159,1979.0,50.01,108.300003,6827700.288187708,9.43,11.3
160,160,1979.0,50.01,108.83000200000001,6827700.288187708,9.43,11.3
161,161,1979.0,50.01,108.910004,6827700.288187708,9.43,11.3
162,162,1979.0,50.01,108.989998,6827700.288187708,9.43,11.3
163,163,1979.0,50.01,108.629997,6827700.288187708,9.43,11.3
164,164,1979.0,50.01,108.599998,6827700.288187708,9.43,11.3
165,165,1979.0,50.01,109.139999,6827700.288187708,9.43,11.3
166,166,1979.0,50.01,109.019997,6827700.288187708,9.43,11.3
167,167,1979.0,50.01,109.019997,6827700.288187708,9.43,11.3
168,168,1979.0,50.01,109.019997,6827700.288187708,9.43,11.3
169,169,1979.0,50.01,109.32,6827700.288187708,9.43,11.3
170,170,1979.0,50.01,107.440002,6827700.288187708,9.43,11.3
171,171,1979.0,50.01,106.400002,6827700.288187708,9.43,11.3
172,172,1979.0,50.01,106.849998,6827700.288187708,9.43,11.3
173,173,1979.0,50.01,107.660004,6827700.288187708,9.43,11.3
174,174,1979.0,50.01,108.16999799999999,6827700.288187708,9.43,11.3
175,175,1979.0,50.01,107.510002,6827700.288187708,9.43,11.3
176,176,1979.0,50.01,107.82,6827700.288187708,9.43,11.3
177,177,1979.0,50.01,107.849998,6827700.288187708,9.43,11.3
178,178,1979.0,50.01,108.760002,6827700.288187708,9.43,11.3
179,179,1979.0,50.01,108.839996,6827700.288187708,9.43,11.3
180,180,1979.0,50.01,108.0,6827700.288187708,9.43,11.3
181,181,1979.0,50.01,108.279999,6827700.288187708,9.43,11.3
182,182,1979.0,50.01,110.510002,6827700.288187708,9.43,11.3
183,183,1979.0,50.01,110.470001,6827700.288187708,9.43,11.3
184,184,1979.0,50.01,109.610001,6827700.288187708,9.43,11.3
185,185,1979.0,50.01,109.68,6827700.288187708,9.43,11.3
186,186,1979.0,50.01,109.959999,6827700.288187708,9.43,11.3
187,187,1979.0,50.01,110.209999,6827700.288187708,9.43,11.3
188,188,1979.0,50.01,109.32,6827700.288187708,9.43,11.3
189,189,1979.0,50.01,108.559998,6827700.288187708,9.43,11.3
190,190,1979.0,50.01,109.589996,6827700.288187708,9.43,11.3
191,191,1979.0,50.01,109.589996,6827700.288187708,9.43,11.3
192,192,1979.0,50.01,110.16999799999999,6827700.288187708,9.43,11.3
193,193,1979.0,50.01,111.269997,6827700.288187708,9.43,11.3
194,194,1979.0,50.01,109.879997,6827700.288187708,9.43,11.3
195,195,1979.0,50.01,106.629997,6827700.288187708,9.43,11.3
196,196,1979.0,50.01,105.300003,6827700.288187708,9.43,11.3
197,197,1979.0,50.01,105.050003,6827700.288187708,9.43,11.3
198,198,1979.0,50.01,104.489998,6827700.288187708,9.43,11.3
199,199,1979.0,50.01,103.360001,6827700.288187708,9.43,11.3
200,200,1979.0,50.01,103.190002,6827700.288187708,9.43,11.3
201,201,1979.0,50.01,103.389999,6827700.288187708,9.43,11.3
202,202,1979.0,50.01,103.610001,6827700.288187708,9.43,11.3
203,203,1979.0,50.01,101.599998,6827700.288187708,9.43,11.3
204,204,1979.0,50.01,100.709999,6827700.288187708,9.43,11.3
205,205,1979.0,50.01,100.279999,6827700.288187708,9.43,11.3
206,206,1979.0,50.01,100.440002,6827700.288187708,9.43,11.3
207,207,1979.0,50.01,100.0,6827700.288187708,9.43,11.3
208,208,1979.0,50.01,100.57,6827700.288187708,9.43,11.3
209,209,1979.0,50.01,100.709999,6827700.288187708,9.43,11.3
210,210,1979.0,50.01,102.66999799999999,6827700.288187708,9.43,11.3
211,211,1979.0,50.01,101.82,6827700.288187708,9.43,11.3
212,212,1979.0,50.01,102.57,6827700.288187708,9.43,11.3
213,213,1979.0,50.01,102.510002,6827700.288187708,9.43,11.3
214,214,1979.0,50.01,101.82,6827700.288187708,9.43,11.3
215,215,1979.0,50.01,101.199997,6827700.288187708,9.43,11.3
216,216,1979.0,50.01,99.870003,6827700.288187708,9.43,11.3
217,217,1979.0,50.01,100.300003,6827700.288187708,9.43,11.3
218,218,1979.0,50.01,101.510002,6827700.288187708,9.43,11.3
219,219,1979.0,50.01,103.510002,6827700.288187708,9.43,11.3
220,220,1979.0,50.01,102.940002,6827700.288187708,9.43,11.3
221,221,1979.0,50.01,103.389999,6827700.288187708,9.43,11.3
222,222,1979.0,50.01,104.129997,6827700.288187708,9.43,11.3
223,223,1979.0,50.01,103.790001,6827700.288187708,9.43,11.3
224,224,1979.0,50.01,104.230003,6827700.288187708,9.43,11.3
225,225,1979.0,50.01,103.690002,6827700.288187708,9.43,11.3
226,226,1979.0,50.01,103.889999,6827700.288187708,9.43,11.3
227,227,1979.0,50.01,104.66999799999999,6827700.288187708,9.43,11.3
228,228,1979.0,50.01,106.800003,6827700.288187708,9.43,11.3
229,229,1979.0,50.01,106.379997,6827700.288187708,9.43,11.3
230,230,1979.0,50.01,106.769997,6827700.288187708,9.43,11.3
231,231,1979.0,50.01,106.809998,6827700.288187708,9.43,11.3
232,232,1979.0,50.01,106.160004,6827700.288187708,9.43,11.3
233,233,1979.0,50.01,105.83000200000001,6827700.288187708,9.43,11.3
234,234,1979.0,50.01,106.790001,6827700.288187708,9.43,11.3
235,235,1979.0,50.01,107.25,6827700.288187708,9.43,11.3
236,236,1979.0,50.01,108.0,6827700.288187708,9.43,11.3
237,237,1979.0,50.01,107.519997,6827700.288187708,9.43,11.3
238,238,1979.0,50.01,107.66999799999999,6827700.288187708,9.43,11.3
239,239,1979.0,50.01,107.489998,6827700.288187708,9.43,11.3
240,240,1979.0,50.01,107.519997,6827700.288187708,9.43,11.3
241,241,1979.0,50.01,107.66999799999999,6827700.288187708,9.43,11.3
242,242,1979.0,50.01,108.91999799999999,6827700.288187708,9.43,11.3
243,243,1979.0,50.01,109.33000200000001,6827700.288187708,9.43,11.3
244,244,1979.0,50.01,108.300003,6827700.288187708,9.43,11.3
245,245,1979.0,50.01,108.199997,6827700.288187708,9.43,11.3
246,246,1979.0,50.01,108.260002,6827700.288187708,9.43,11.3
247,247,1979.0,50.01,107.589996,6827700.288187708,9.43,11.3
248,248,1979.0,50.01,107.660004,6827700.288187708,9.43,11.3
249,249,1979.0,50.01,107.779999,6827700.288187708,9.43,11.3
250,250,1979.0,50.01,107.959999,6827700.288187708,9.43,11.3
251,251,1979.0,50.01,107.839996,6827700.288187708,9.43,11.3
252,252,1979.0,50.01,107.940002,6827700.288187708,9.43,11.3
253,253,1980.0,44.33,105.760002,6827222.411365233,11.43,13.5
254,254,1980.0,44.33,105.220001,6827222.411365233,11.43,13.5
255,255,1980.0,44.33,106.519997,6827222.411365233,11.43,13.5
256,256,1980.0,44.33,106.809998,6827222.411365233,11.43,13.5
257,257,1980.0,44.33,108.949997,6827222.411365233,11.43,13.5
258,258,1980.0,44.33,109.050003,6827222.411365233,11.43,13.5
259,259,1980.0,44.33,109.889999,6827222.411365233,11.43,13.5
260,260,1980.0,44.33,109.91999799999999,6827222.411365233,11.43,13.5
261,261,1980.0,44.33,110.379997,6827222.411365233,11.43,13.5
262,262,1980.0,44.33,111.139999,6827222.411365233,11.43,13.5
263,263,1980.0,44.33,111.050003,6827222.411365233,11.43,13.5
264,264,1980.0,44.33,110.699997,6827222.411365233,11.43,13.5
265,265,1980.0,44.33,111.07,6827222.411365233,11.43,13.5
266,266,1980.0,44.33,112.099998,6827222.411365233,11.43,13.5
267,267,1980.0,44.33,111.510002,6827222.411365233,11.43,13.5
268,268,1980.0,44.33,113.440002,6827222.411365233,11.43,13.5
269,269,1980.0,44.33,113.699997,6827222.411365233,11.43,13.5
270,270,1980.0,44.33,113.610001,6827222.411365233,11.43,13.5
271,271,1980.0,44.33,114.849998,6827222.411365233,11.43,13.5
272,272,1980.0,44.33,114.07,6827222.411365233,11.43,13.5
273,273,1980.0,44.33,115.199997,6827222.411365233,11.43,13.5
274,274,1980.0,44.33,114.160004,6827222.411365233,11.43,13.5
275,275,1980.0,44.33,115.120003,6827222.411365233,11.43,13.5
276,276,1980.0,44.33,114.370003,6827222.411365233,11.43,13.5
277,277,1980.0,44.33,114.660004,6827222.411365233,11.43,13.5
278,278,1980.0,44.33,115.720001,6827222.411365233,11.43,13.5
279,279,1980.0,44.33,116.279999,6827222.411365233,11.43,13.5
280,280,1980.0,44.33,117.949997,6827222.411365233,11.43,13.5
281,281,1980.0,44.33,117.120003,6827222.411365233,11.43,13.5
282,282,1980.0,44.33,117.900002,6827222.411365233,11.43,13.5
283,283,1980.0,44.33,118.440002,6827222.411365233,11.43,13.5
284,284,1980.0,44.33,116.720001,6827222.411365233,11.43,13.5
285,285,1980.0,44.33,115.410004,6827222.411365233,11.43,13.5
286,286,1980.0,44.33,114.599998,6827222.411365233,11.43,13.5
287,287,1980.0,44.33,116.470001,6827222.411365233,11.43,13.5
288,288,1980.0,44.33,115.279999,6827222.411365233,11.43,13.5
289,289,1980.0,44.33,115.040001,6827222.411365233,11.43,13.5
290,290,1980.0,44.33,113.33000200000001,6827222.411365233,11.43,13.5
291,291,1980.0,44.33,113.980003,6827222.411365233,11.43,13.5
292,292,1980.0,44.33,112.379997,6827222.411365233,11.43,13.5
293,293,1980.0,44.33,112.349998,6827222.411365233,11.43,13.5
294,294,1980.0,44.33,113.660004,6827222.411365233,11.43,13.5
295,295,1980.0,44.33,112.5,6827222.411365233,11.43,13.5
296,296,1980.0,44.33,112.779999,6827222.411365233,11.43,13.5
297,297,1980.0,44.33,111.129997,6827222.411365233,11.43,13.5
298,298,1980.0,44.33,108.650002,6827222.411365233,11.43,13.5
299,299,1980.0,44.33,106.900002,6827222.411365233,11.43,13.5
300,300,1980.0,44.33,106.510002,6827222.411365233,11.43,13.5
301,301,1980.0,44.33,107.779999,6827222.411365233,11.43,13.5
302,302,1980.0,44.33,106.870003,6827222.411365233,11.43,13.5
303,303,1980.0,44.33,105.620003,6827222.411365233,11.43,13.5
304,304,1980.0,44.33,105.43,6827222.411365233,11.43,13.5
305,305,1980.0,44.33,102.260002,6827222.411365233,11.43,13.5
306,306,1980.0,44.33,104.099998,6827222.411365233,11.43,13.5
307,307,1980.0,44.33,104.309998,6827222.411365233,11.43,13.5
308,308,1980.0,44.33,103.120003,6827222.411365233,11.43,13.5
309,309,1980.0,44.33,102.309998,6827222.411365233,11.43,13.5
310,310,1980.0,44.33,99.279999,6827222.411365233,11.43,13.5
311,311,1980.0,44.33,99.190002,6827222.411365233,11.43,13.5
312,312,1980.0,44.33,98.68,6827222.411365233,11.43,13.5
313,313,1980.0,44.33,98.220001,6827222.411365233,11.43,13.5
314,314,1980.0,44.33,100.68,6827222.411365233,11.43,13.5
315,315,1980.0,44.33,102.089996,6827222.411365233,11.43,13.5
316,316,1980.0,44.33,102.18,6827222.411365233,11.43,13.5
317,317,1980.0,44.33,102.68,6827222.411365233,11.43,13.5
318,318,1980.0,44.33,102.150002,6827222.411365233,11.43,13.5
319,319,1980.0,44.33,100.190002,6827222.411365233,11.43,13.5
320,320,1980.0,44.33,101.199997,6827222.411365233,11.43,13.5
321,321,1980.0,44.33,103.110001,6827222.411365233,11.43,13.5
322,322,1980.0,44.33,104.08000200000001,6827222.411365233,11.43,13.5
323,323,1980.0,44.33,103.790001,6827222.411365233,11.43,13.5
324,324,1980.0,44.33,102.839996,6827222.411365233,11.43,13.5
325,325,1980.0,44.33,102.629997,6827222.411365233,11.43,13.5
326,326,1980.0,44.33,101.540001,6827222.411365233,11.43,13.5
327,327,1980.0,44.33,101.050003,6827222.411365233,11.43,13.5
328,328,1980.0,44.33,100.550003,6827222.411365233,11.43,13.5
329,329,1980.0,44.33,99.800003,6827222.411365233,11.43,13.5
330,330,1980.0,44.33,103.43,6827222.411365233,11.43,13.5
331,331,1980.0,44.33,103.730003,6827222.411365233,11.43,13.5
332,332,1980.0,44.33,104.400002,6827222.411365233,11.43,13.5
333,333,1980.0,44.33,105.160004,6827222.411365233,11.43,13.5
334,334,1980.0,44.33,105.639999,6827222.411365233,11.43,13.5
335,335,1980.0,44.33,105.860001,6827222.411365233,11.43,13.5
336,336,1980.0,44.33,106.290001,6827222.411365233,11.43,13.5
337,337,1980.0,44.33,105.459999,6827222.411365233,11.43,13.5
338,338,1980.0,44.33,105.58000200000001,6827222.411365233,11.43,13.5
339,339,1980.0,44.33,106.379997,6827222.411365233,11.43,13.5
340,340,1980.0,44.33,106.25,6827222.411365233,11.43,13.5
341,341,1980.0,44.33,107.18,6827222.411365233,11.43,13.5
342,342,1980.0,44.33,106.129997,6827222.411365233,11.43,13.5
343,343,1980.0,44.33,104.720001,6827222.411365233,11.43,13.5
344,344,1980.0,44.33,104.779999,6827222.411365233,11.43,13.5
345,345,1980.0,44.33,106.300003,6827222.411365233,11.43,13.5
346,346,1980.0,44.33,106.849998,6827222.411365233,11.43,13.5
347,347,1980.0,44.33,106.989998,6827222.411365233,11.43,13.5
348,348,1980.0,44.33,107.349998,6827222.411365233,11.43,13.5
349,349,1980.0,44.33,107.66999799999999,6827222.411365233,11.43,13.5
350,350,1980.0,44.33,107.620003,6827222.411365233,11.43,13.5
351,351,1980.0,44.33,107.720001,6827222.411365233,11.43,13.5
352,352,1980.0,44.33,109.010002,6827222.411365233,11.43,13.5
353,353,1980.0,44.33,110.620003,6827222.411365233,11.43,13.5
354,354,1980.0,44.33,111.400002,6827222.411365233,11.43,13.5
355,355,1980.0,44.33,112.059998,6827222.411365233,11.43,13.5
356,356,1980.0,44.33,110.269997,6827222.411365233,11.43,13.5
357,357,1980.0,44.33,111.239998,6827222.411365233,11.43,13.5
358,358,1980.0,44.33,110.760002,6827222.411365233,11.43,13.5
359,359,1980.0,44.33,110.510002,6827222.411365233,11.43,13.5
360,360,1980.0,44.33,112.610001,6827222.411365233,11.43,13.5
361,361,1980.0,44.33,112.779999,6827222.411365233,11.43,13.5
362,362,1980.0,44.33,113.199997,6827222.411365233,11.43,13.5
363,363,1980.0,44.33,113.709999,6827222.411365233,11.43,13.5
364,364,1980.0,44.33,114.660004,6827222.411365233,11.43,13.5
365,365,1980.0,44.33,116.019997,6827222.411365233,11.43,13.5
366,366,1980.0,44.33,115.519997,6827222.411365233,11.43,13.5
367,367,1980.0,44.33,115.809998,6827222.411365233,11.43,13.5
368,368,1980.0,44.33,116.089996,6827222.411365233,11.43,13.5
369,369,1980.0,44.33,116.029999,6827222.411365233,11.43,13.5
370,370,1980.0,44.33,116.260002,6827222.411365233,11.43,13.5
371,371,1980.0,44.33,114.660004,6827222.411365233,11.43,13.5
372,372,1980.0,44.33,114.059998,6827222.411365233,11.43,13.5
373,373,1980.0,44.33,114.510002,6827222.411365233,11.43,13.5
374,374,1980.0,44.33,115.139999,6827222.411365233,11.43,13.5
375,375,1980.0,44.33,116.720001,6827222.411365233,11.43,13.5
376,376,1980.0,44.33,116.190002,6827222.411365233,11.43,13.5
377,377,1980.0,44.33,116.0,6827222.411365233,11.43,13.5
378,378,1980.0,44.33,114.239998,6827222.411365233,11.43,13.5
379,379,1980.0,44.33,114.93,6827222.411365233,11.43,13.5
380,380,1980.0,44.33,115.68,6827222.411365233,11.43,13.5
381,381,1980.0,44.33,117.459999,6827222.411365233,11.43,13.5
382,382,1980.0,44.33,118.290001,6827222.411365233,11.43,13.5
383,383,1980.0,44.33,117.839996,6827222.411365233,11.43,13.5
384,384,1980.0,44.33,117.980003,6827222.411365233,11.43,13.5
385,385,1980.0,44.33,116.949997,6827222.411365233,11.43,13.5
386,386,1980.0,44.33,117.839996,6827222.411365233,11.43,13.5
387,387,1980.0,44.33,120.010002,6827222.411365233,11.43,13.5
388,388,1980.0,44.33,119.300003,6827222.411365233,11.43,13.5
389,389,1980.0,44.33,119.629997,6827222.411365233,11.43,13.5
390,390,1980.0,44.33,121.440002,6827222.411365233,11.43,13.5
391,391,1980.0,44.33,122.040001,6827222.411365233,11.43,13.5
392,392,1980.0,44.33,122.510002,6827222.411365233,11.43,13.5
393,393,1980.0,44.33,122.190002,6827222.411365233,11.43,13.5
394,394,1980.0,44.33,121.93,6827222.411365233,11.43,13.5
395,395,1980.0,44.33,121.790001,6827222.411365233,11.43,13.5
396,396,1980.0,44.33,120.779999,6827222.411365233,11.43,13.5
397,397,1980.0,44.33,121.43,6827222.411365233,11.43,13.5
398,398,1980.0,44.33,122.400002,6827222.411365233,11.43,13.5
399,399,1980.0,44.33,122.230003,6827222.411365233,11.43,13.5
400,400,1980.0,44.33,121.66999799999999,6827222.411365233,11.43,13.5
401,401,1980.0,44.33,121.209999,6827222.411365233,11.43,13.5
402,402,1980.0,44.33,120.980003,6827222.411365233,11.43,13.5
403,403,1980.0,44.33,120.739998,6827222.411365233,11.43,13.5
404,404,1980.0,44.33,121.550003,6827222.411365233,11.43,13.5
405,405,1980.0,44.33,123.300003,6827222.411365233,11.43,13.5
406,406,1980.0,44.33,123.610001,6827222.411365233,11.43,13.5
